timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1726106560226,0,ConsultarUsuario,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 28: https://reqres.in/api/users/<EOF>,Grupo de Hilos 1-9,text,false,,1113,0,4,4,https://reqres.in/api/users/<EOF>,0,0,0
1726106560178,85,ConsultarUsuario,200,OK,Grupo de Hilos 1-7,text,true,,1136,217,4,4,https://reqres.in/api/users/1,84,0,0
1726106560190,83,ConsultarUsuario,200,OK,Grupo de Hilos 1-8,text,true,,1135,217,3,3,https://reqres.in/api/users/2,83,0,0
1726106560229,84,ConsultarUsuario,200,OK,Grupo de Hilos 1-9,text,true,,1136,217,3,3,https://reqres.in/api/users/1,84,0,0
1726106560314,0,ConsultarUsuario,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 28: https://reqres.in/api/users/<EOF>,Grupo de Hilos 1-9,text,false,,1113,0,3,3,https://reqres.in/api/users/<EOF>,0,0,0
1726106560274,91,ConsultarUsuario,200,OK,Grupo de Hilos 1-8,text,true,,1135,217,3,3,https://reqres.in/api/users/2,91,0,0
1726106560366,0,ConsultarUsuario,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 28: https://reqres.in/api/users/<EOF>,Grupo de Hilos 1-8,text,false,,1113,0,4,4,https://reqres.in/api/users/<EOF>,0,0,0
1726106560315,95,ConsultarUsuario,200,OK,Grupo de Hilos 1-9,text,true,,1136,217,4,4,https://reqres.in/api/users/1,95,0,0
1726106560168,261,ConsultarUsuario,200,OK,Grupo de Hilos 1-10,text,true,,1135,217,4,4,https://reqres.in/api/users/2,261,0,172
1726106560430,0,ConsultarUsuario,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 28: https://reqres.in/api/users/<EOF>,Grupo de Hilos 1-10,text,false,,1113,0,4,4,https://reqres.in/api/users/<EOF>,0,0,0
1726106560371,87,ConsultarUsuario,200,OK,Grupo de Hilos 1-8,text,true,,1136,217,4,4,https://reqres.in/api/users/1,87,0,0
1726106560432,89,ConsultarUsuario,200,OK,Grupo de Hilos 1-10,text,true,,1136,217,4,4,https://reqres.in/api/users/1,89,0,0
1726106560522,0,ConsultarUsuario,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 28: https://reqres.in/api/users/<EOF>,Grupo de Hilos 1-10,text,false,,1113,0,4,4,https://reqres.in/api/users/<EOF>,0,0,0
1726106560411,112,ConsultarUsuario,200,OK,Grupo de Hilos 1-9,text,true,,1135,217,4,4,https://reqres.in/api/users/2,112,0,0
1726106560458,99,ConsultarUsuario,200,OK,Grupo de Hilos 1-8,text,true,,1135,217,4,4,https://reqres.in/api/users/2,99,0,0
1726106560558,0,ConsultarUsuario,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 28: https://reqres.in/api/users/<EOF>,Grupo de Hilos 1-8,text,false,,1113,0,4,4,https://reqres.in/api/users/<EOF>,0,0,0
1726106560524,85,ConsultarUsuario,200,OK,Grupo de Hilos 1-10,text,true,,1136,217,4,4,https://reqres.in/api/users/1,85,0,0
1726106560524,86,ConsultarUsuario,200,OK,Grupo de Hilos 1-9,text,true,,1135,217,4,4,https://reqres.in/api/users/2,86,0,0
1726106560609,0,ConsultarUsuario,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 28: https://reqres.in/api/users/<EOF>,Grupo de Hilos 1-9,text,false,,1113,0,4,4,https://reqres.in/api/users/<EOF>,0,0,0
1726106560372,265,ConsultarUsuario,200,OK,Grupo de Hilos 1-11,text,true,,1135,217,4,4,https://reqres.in/api/users/2,265,0,173
1726106560608,83,ConsultarUsuario,200,OK,Grupo de Hilos 1-10,text,true,,1135,217,4,4,https://reqres.in/api/users/2,83,0,0
1726106560693,0,ConsultarUsuario,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 28: https://reqres.in/api/users/<EOF>,Grupo de Hilos 1-10,text,false,,1113,0,4,4,https://reqres.in/api/users/<EOF>,0,0,0
1726106560611,95,ConsultarUsuario,200,OK,Grupo de Hilos 1-9,text,true,,1136,217,4,4,https://reqres.in/api/users/1,95,0,0
1726106560637,87,ConsultarUsuario,200,OK,Grupo de Hilos 1-11,text,true,,1135,217,4,4,https://reqres.in/api/users/2,87,0,0
1726106560725,0,ConsultarUsuario,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 28: https://reqres.in/api/users/<EOF>,Grupo de Hilos 1-11,text,false,,1113,0,4,4,https://reqres.in/api/users/<EOF>,0,0,0
1726106560695,88,ConsultarUsuario,200,OK,Grupo de Hilos 1-10,text,true,,1136,217,5,5,https://reqres.in/api/users/1,88,0,0
1726106560784,0,ConsultarUsuario,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 28: https://reqres.in/api/users/<EOF>,Grupo de Hilos 1-10,text,false,,1113,0,5,5,https://reqres.in/api/users/<EOF>,0,0,0
1726106560707,85,ConsultarUsuario,200,OK,Grupo de Hilos 1-9,text,true,,1135,217,5,5,https://reqres.in/api/users/2,85,0,0
1726106560729,90,ConsultarUsuario,200,OK,Grupo de Hilos 1-11,text,true,,1136,217,4,4,https://reqres.in/api/users/1,90,0,0
1726106560567,304,ConsultarUsuario,200,OK,Grupo de Hilos 1-12,text,true,,1136,217,4,4,https://reqres.in/api/users/1,304,0,174
